fid,woeid,iso,places,foundry
6333,34823492,IT,15,http://www.missionintegers.com/
6338,34823494,IT,15,http://www.missionintegers.com/
6342,34823496,RO,15,http://www.missionintegers.com/
6343,34823498,IT,15,http://www.missionintegers.com/
6348,34823500,IT,15,http://www.missionintegers.com/
6349,34823502,HR,2,http://www.missionintegers.com/
6352,34823504,RO,20,http://www.missionintegers.com/
6353,34823506,IT,6,http://www.missionintegers.com/
6358,34823508,RO,-1,http://www.missionintegers.com/
6359,34823510,RS,15,http://www.missionintegers.com/
6363,34823512,RO,15,http://www.missionintegers.com/
6364,34823514,IT,-1,http://www.missionintegers.com/
6369,34823516,IT,5,http://www.missionintegers.com/
6373,34823518,UA,15,http://www.missionintegers.com/
6374,34823520,IT,6,http://www.missionintegers.com/
6375,34823522,IT,2,http://www.missionintegers.com/
6376,34823524,IT,15,http://www.missionintegers.com/
6380,34823526,RS,0,http://www.missionintegers.com/
6383,34823528,IT,6,http://www.missionintegers.com/
6384,34823530,IT,15,http://www.missionintegers.com/
6397,34823532,IT,15,http://www.missionintegers.com/
6399,34823534,IT,20,http://www.missionintegers.com/
6402,34823536,IT,15,http://www.missionintegers.com/
6405,34823538,IT,15,http://www.missionintegers.com/
6409,34823540,IT,15,http://www.missionintegers.com/
6410,34823542,IT,6,http://www.missionintegers.com/
6414,34823544,IT,15,http://www.missionintegers.com/
6417,34823546,IT,15,http://www.missionintegers.com/
6419,34823548,RS,15,http://www.missionintegers.com/
6433,34823550,UA,20,http://www.missionintegers.com/
6434,34823552,IT,6,http://www.missionintegers.com/
6435,34823554,RS,20,http://www.missionintegers.com/
6438,34823556,IT,5,http://www.missionintegers.com/
6439,34823558,RO,20,http://www.missionintegers.com/
6440,34823560,IT,15,http://www.missionintegers.com/
6442,34823562,BA,20,http://www.missionintegers.com/
6443,34823564,RS,1,http://www.missionintegers.com/
6445,34823566,IT,15,http://www.missionintegers.com/
6446,34823568,IT,6,http://www.missionintegers.com/
6452,34823570,RO,5,http://www.missionintegers.com/
6458,34823572,IT,15,http://www.missionintegers.com/
6460,34823574,IT,15,http://www.missionintegers.com/
6465,34823576,IT,15,http://www.missionintegers.com/
6467,34823578,IT,15,http://www.missionintegers.com/
6472,34823580,RO,20,http://www.missionintegers.com/
6474,34823582,RS,0,http://www.missionintegers.com/
6477,34823584,IT,-1,http://www.missionintegers.com/
6478,34823586,RS,0,http://www.missionintegers.com/
6490,34823588,RS,20,http://www.missionintegers.com/
6503,34823590,RS,15,http://www.missionintegers.com/
6507,34823592,RS,15,http://www.missionintegers.com/
6508,34823594,IT,15,http://www.missionintegers.com/
6514,34823596,RS,15,http://www.missionintegers.com/
6515,34823598,IT,15,http://www.missionintegers.com/
6518,34823600,IT,15,http://www.missionintegers.com/
6519,34823602,RS,0,http://www.missionintegers.com/
6523,34823604,HR,5,http://www.missionintegers.com/
6524,34823606,FR,15,http://www.missionintegers.com/
6527,34823608,BG,20,http://www.missionintegers.com/
6528,34823610,RS,20,http://www.missionintegers.com/
6533,34823612,IT,15,http://www.missionintegers.com/
6535,34823614,IT,15,http://www.missionintegers.com/
6540,34823616,IT,15,http://www.missionintegers.com/
6542,34823618,IT,15,http://www.missionintegers.com/
6546,34823620,IT,5,http://www.missionintegers.com/
6547,34823622,BG,15,http://www.missionintegers.com/
6549,34823624,RS,0,http://www.missionintegers.com/
6550,34823626,BG,20,http://www.missionintegers.com/
6553,34823628,IT,5,http://www.missionintegers.com/
6554,34823630,HR,-1,http://www.missionintegers.com/
6559,34823632,IT,15,http://www.missionintegers.com/
6560,34823634,IT,15,http://www.missionintegers.com/
6561,34823636,IT,-1,http://www.missionintegers.com/
6562,34823638,IT,15,http://www.missionintegers.com/
6563,34823640,RS,15,http://www.missionintegers.com/
6568,34823642,ME,0,http://www.missionintegers.com/
6572,34823644,BA,15,http://www.missionintegers.com/
6573,34823646,BG,6,http://www.missionintegers.com/
6577,34823648,IT,15,http://www.missionintegers.com/
6578,34823650,HR,20,http://www.missionintegers.com/
6579,34823652,IT,-1,http://www.missionintegers.com/
6588,34823654,ME,20,http://www.missionintegers.com/
6589,34823656,RS,6,http://www.missionintegers.com/
6590,34823658,ME,5,http://www.missionintegers.com/
6593,34823660,IT,15,http://www.missionintegers.com/
6594,34823662,IT,20,http://www.missionintegers.com/
6597,34823664,IT,-1,http://www.missionintegers.com/
6607,34823666,IT,15,http://www.missionintegers.com/
6611,34823668,IT,15,http://www.missionintegers.com/
6615,34823670,BG,20,http://www.missionintegers.com/
6618,34823672,MK,15,http://www.missionintegers.com/
6621,34823674,IT,6,http://www.missionintegers.com/
6623,34823676,IT,6,http://www.missionintegers.com/
6626,34823678,AL,20,http://www.missionintegers.com/
6630,34823680,IT,15,http://www.missionintegers.com/
6632,34823682,BG,15,http://www.missionintegers.com/
6639,34823684,ME,6,http://www.missionintegers.com/
6642,34823686,IT,6,http://www.missionintegers.com/
6646,34823688,IT,15,http://www.missionintegers.com/
6650,34823690,MK,15,http://www.missionintegers.com/
6651,34823692,MK,15,http://www.missionintegers.com/
6658,34823694,TR,15,http://www.missionintegers.com/
6659,34823696,IT,15,http://www.missionintegers.com/
6666,34823698,TR,20,http://www.missionintegers.com/
6672,34823700,IT,15,http://www.missionintegers.com/
6673,34823702,GR,15,http://www.missionintegers.com/
6675,34823704,IT,6,http://www.missionintegers.com/
6677,34823706,TR,15,http://www.missionintegers.com/
6678,34823708,TR,15,http://www.missionintegers.com/
6689,34823710,AL,20,http://www.missionintegers.com/
6691,34823712,IT,15,http://www.missionintegers.com/
6693,34823714,AL,20,http://www.missionintegers.com/
6695,34823716,TR,15,http://www.missionintegers.com/
6699,34823718,TR,15,http://www.missionintegers.com/
6700,34823720,IT,5,http://www.missionintegers.com/
6701,34823722,IT,5,http://www.missionintegers.com/
6703,34823724,TR,-1,http://www.missionintegers.com/
6706,34823726,GR,20,http://www.missionintegers.com/
6715,34823728,TR,0,http://www.missionintegers.com/
6719,34823730,TR,15,http://www.missionintegers.com/
6720,34823732,TR,5,http://www.missionintegers.com/
6723,34823734,TR,5,http://www.missionintegers.com/
6724,34823736,TR,15,http://www.missionintegers.com/
6726,34823738,IT,5,http://www.missionintegers.com/
6727,34823740,TR,20,http://www.missionintegers.com/
6729,34823742,IT,5,http://www.missionintegers.com/
6732,34823744,TR,-1,http://www.missionintegers.com/
6733,34823746,IT,6,http://www.missionintegers.com/
6739,34823748,IT,20,http://www.missionintegers.com/
6743,34823750,GR,15,http://www.missionintegers.com/
6744,34823752,IT,15,http://www.missionintegers.com/
6747,34823754,IT,15,http://www.missionintegers.com/
6748,34823756,GR,15,http://www.missionintegers.com/
6750,34823758,IT,15,http://www.missionintegers.com/
6752,34823760,TR,20,http://www.missionintegers.com/
6753,34823762,TR,-1,http://www.missionintegers.com/
6754,34823764,TR,15,http://www.missionintegers.com/
6756,34823766,IT,15,http://www.missionintegers.com/
6760,34823768,TR,15,http://www.missionintegers.com/
6761,34823770,TR,15,http://www.missionintegers.com/
6762,34823772,TR,15,http://www.missionintegers.com/
6763,34823774,IT,20,http://www.missionintegers.com/
6766,34823776,TR,15,http://www.missionintegers.com/
6767,34823778,AL,5,http://www.missionintegers.com/
6769,34823780,TR,15,http://www.missionintegers.com/
6770,34823782,IT,15,http://www.missionintegers.com/
6775,34823784,GR,15,http://www.missionintegers.com/
6776,34823786,GR,6,http://www.missionintegers.com/
6777,34823788,TR,15,http://www.missionintegers.com/
6778,34823790,AL,20,http://www.missionintegers.com/
6779,34823792,TR,15,http://www.missionintegers.com/
6780,34823794,TR,15,http://www.missionintegers.com/
6781,34823796,TR,15,http://www.missionintegers.com/
6782,34823798,IT,-1,http://www.missionintegers.com/
6783,34823800,IT,15,http://www.missionintegers.com/
6788,34823802,TR,15,http://www.missionintegers.com/
6789,34823804,IT,15,http://www.missionintegers.com/
6791,34823806,IT,15,http://www.missionintegers.com/
6794,34823808,GR,15,http://www.missionintegers.com/
6796,34823810,IT,6,http://www.missionintegers.com/
6800,34823812,GR,20,http://www.missionintegers.com/
6802,34823814,IT,15,http://www.missionintegers.com/
6803,34823816,TR,15,http://www.missionintegers.com/
6804,34823818,IT,1,http://www.missionintegers.com/
6811,34823820,TR,15,http://www.missionintegers.com/
6812,34823822,TR,15,http://www.missionintegers.com/
6817,34823824,IT,20,http://www.missionintegers.com/
6818,34823826,TR,-1,http://www.missionintegers.com/
6821,34823828,GR,2,http://www.missionintegers.com/
6828,34823830,TR,5,http://www.missionintegers.com/
6833,34823832,TR,20,http://www.missionintegers.com/
6837,34823834,TR,15,http://www.missionintegers.com/
6838,34823836,TR,5,http://www.missionintegers.com/
6839,34823838,IT,15,http://www.missionintegers.com/
6844,34823840,IT,15,http://www.missionintegers.com/
6845,34823842,TR,20,http://www.missionintegers.com/
6846,34823844,GR,5,http://www.missionintegers.com/
6847,34823846,GR,15,http://www.missionintegers.com/
6848,34823848,GR,20,http://www.missionintegers.com/
6859,34823850,GR,2,http://www.missionintegers.com/
6863,34823852,TR,15,http://www.missionintegers.com/
6864,34823854,IT,15,http://www.missionintegers.com/
6867,34823856,TR,15,http://www.missionintegers.com/
6870,34823858,TR,15,http://www.missionintegers.com/
6871,34823860,IT,6,http://www.missionintegers.com/
6879,34823862,IT,15,http://www.missionintegers.com/
6880,34823864,GR,5,http://www.missionintegers.com/
6888,34823866,IT,20,http://www.missionintegers.com/
6893,34823868,TR,20,http://www.missionintegers.com/
6895,34823870,TR,15,http://www.missionintegers.com/
6896,34823872,IT,15,http://www.missionintegers.com/
6900,34823874,TR,20,http://www.missionintegers.com/
6903,34823876,IT,15,http://www.missionintegers.com/
6904,34823878,GR,20,http://www.missionintegers.com/
6906,34823880,TR,-1,http://www.missionintegers.com/
6908,34823882,IT,15,http://www.missionintegers.com/
6910,34823884,TR,20,http://www.missionintegers.com/
6916,34823886,GR,-1,http://www.missionintegers.com/
6917,34823888,IT,15,http://www.missionintegers.com/
6920,34823890,TN,20,http://www.missionintegers.com/
6936,34823892,TR,20,http://www.missionintegers.com/
6937,34823894,TR,-1,http://www.missionintegers.com/
6939,34823896,TR,20,http://www.missionintegers.com/
6943,34823898,TR,20,http://www.missionintegers.com/
6946,34823900,DZ,20,http://www.missionintegers.com/
6950,34823902,IT,15,http://www.missionintegers.com/
6954,34823904,TN,-1,http://www.missionintegers.com/
6955,34823906,TR,15,http://www.missionintegers.com/
6958,34823908,TR,15,http://www.missionintegers.com/
6959,34823910,TR,15,http://www.missionintegers.com/
6961,34823912,TN,2,http://www.missionintegers.com/
6962,34823914,DZ,20,http://www.missionintegers.com/
6964,34823916,TR,6,http://www.missionintegers.com/
6968,34823918,TR,0,http://www.missionintegers.com/
6970,34823920,TN,15,http://www.missionintegers.com/
6971,34823922,IT,15,http://www.missionintegers.com/
6973,34823924,TR,15,http://www.missionintegers.com/
6975,34823926,TR,15,http://www.missionintegers.com/
6976,34823928,TR,-1,http://www.missionintegers.com/
6977,34823930,TN,15,http://www.missionintegers.com/
6980,34823932,SY,20,http://www.missionintegers.com/
6982,34823934,DZ,15,http://www.missionintegers.com/
6985,34823936,TN,5,http://www.missionintegers.com/
6990,34823938,TN,15,http://www.missionintegers.com/
6992,34823940,DZ,15,http://www.missionintegers.com/
6993,34823942,DZ,20,http://www.missionintegers.com/
6997,34823944,DZ,20,http://www.missionintegers.com/
6999,34823946,TR,15,http://www.missionintegers.com/
7004,34823948,DZ,20,http://www.missionintegers.com/
7008,34823950,TR,6,http://www.missionintegers.com/
7013,34823952,TR,5,http://www.missionintegers.com/
7014,34823954,DZ,15,http://www.missionintegers.com/
7015,34823956,DZ,15,http://www.missionintegers.com/
7019,34823958,DZ,0,http://www.missionintegers.com/
7022,34823960,DZ,15,http://www.missionintegers.com/
7027,34823962,DZ,20,http://www.missionintegers.com/
7031,34823964,DZ,20,http://www.missionintegers.com/
7035,34823966,DZ,0,http://www.missionintegers.com/
7037,34823968,DZ,20,http://www.missionintegers.com/
7038,34823970,DZ,15,http://www.missionintegers.com/
7039,34823972,TN,-1,http://www.missionintegers.com/
7041,34823974,GR,20,http://www.missionintegers.com/
7048,34823976,SY,20,http://www.missionintegers.com/
7049,34823978,CY,20,http://www.missionintegers.com/
7050,34823980,GR,2,http://www.missionintegers.com/
7051,34823982,GR,6,http://www.missionintegers.com/
7054,34823984,CY,20,http://www.missionintegers.com/
7057,34823986,TN,20,http://www.missionintegers.com/
7058,34823988,CY,15,http://www.missionintegers.com/
7059,34823990,DZ,15,http://www.missionintegers.com/
7065,34823992,LB,-1,http://www.missionintegers.com/
7067,34823994,DZ,15,http://www.missionintegers.com/
7068,34823996,TN,20,http://www.missionintegers.com/
7072,34823998,DZ,15,http://www.missionintegers.com/
7075,34824000,TN,20,http://www.missionintegers.com/
7083,34824002,SY,15,http://www.missionintegers.com/
7090,34824004,LB,15,http://www.missionintegers.com/
7091,34824006,TN,15,http://www.missionintegers.com/
7092,34824008,LB,-1,http://www.missionintegers.com/
7093,34824010,SY,-1,http://www.missionintegers.com/
7094,34824012,LB,15,http://www.missionintegers.com/
7095,34824014,TN,0,http://www.missionintegers.com/
7096,34824016,LB,15,http://www.missionintegers.com/
7099,34824018,IL,15,http://www.missionintegers.com/
7100,34824020,TN,20,http://www.missionintegers.com/
7102,34824022,IL,20,http://www.missionintegers.com/
7106,34824024,SY,15,http://www.missionintegers.com/
7109,34824026,IL,15,http://www.missionintegers.com/
7111,34824028,LY,0,http://www.missionintegers.com/
7115,34824030,IL,15,http://www.missionintegers.com/
7116,34824032,JO,20,http://www.missionintegers.com/
7118,34824034,JO,20,http://www.missionintegers.com/
7121,34824036,SY,0,http://www.missionintegers.com/
7126,34824038,PS,15,http://www.missionintegers.com/
7127,34824040,JO,15,http://www.missionintegers.com/
7131,34824042,LY,20,http://www.missionintegers.com/
7134,34824044,IL,15,http://www.missionintegers.com/
7137,34824046,IL,-1,http://www.missionintegers.com/
7142,34824048,LY,20,http://www.missionintegers.com/
7145,34824050,LY,20,http://www.missionintegers.com/
7147,34824052,LY,-1,http://www.missionintegers.com/
7150,34824054,LY,-1,http://www.missionintegers.com/
7156,34824056,CH,20,http://www.missionintegers.com/
7158,34824058,CH,6,http://www.missionintegers.com/
7161,34824060,FR,15,http://www.missionintegers.com/
7163,34824062,CH,20,http://www.missionintegers.com/
7165,34824064,FR,5,http://www.missionintegers.com/
7166,34824066,IT,15,http://www.missionintegers.com/
7176,34824068,IT,15,http://www.missionintegers.com/
7177,34824070,IT,20,http://www.missionintegers.com/
7179,34824072,IT,15,http://www.missionintegers.com/
7180,34824074,IT,15,http://www.missionintegers.com/
7185,34824076,RO,5,http://www.missionintegers.com/
7189,34824078,HR,20,http://www.missionintegers.com/
7194,34824080,IT,15,http://www.missionintegers.com/
7197,34824082,IT,15,http://www.missionintegers.com/
7198,34824084,IT,15,http://www.missionintegers.com/
7200,34824086,IT,5,http://www.missionintegers.com/
7204,34824088,IT,15,http://www.missionintegers.com/
7209,34824090,IT,15,http://www.missionintegers.com/
7210,34824092,IT,15,http://www.missionintegers.com/
7211,34824094,DZ,20,http://www.missionintegers.com/
7212,34824096,DZ,15,http://www.missionintegers.com/
7214,34824098,TN,20,http://www.missionintegers.com/
7215,34824100,SY,-1,http://www.missionintegers.com/
7218,34824102,LB,0,http://www.missionintegers.com/
7221,34824104,LB,20,http://www.missionintegers.com/
7226,34824106,IT,20,http://www.missionintegers.com/
7228,34824108,RO,20,http://www.missionintegers.com/
7229,34824110,IT,15,http://www.missionintegers.com/
7237,34824112,FR,6,http://www.missionintegers.com/
7243,34824114,IT,20,http://www.missionintegers.com/
7245,34824116,FR,20,http://www.missionintegers.com/
7246,34824118,FR,-1,http://www.missionintegers.com/
7251,34824120,IT,15,http://www.missionintegers.com/
7252,34824122,IT,20,http://www.missionintegers.com/
7259,34824124,IT,15,http://www.missionintegers.com/
7263,34824126,TN,20,http://www.missionintegers.com/
7265,34824128,FR,15,http://www.missionintegers.com/
7275,34824130,FR,5,http://www.missionintegers.com/
7276,34824132,FR,6,http://www.missionintegers.com/
7281,34824134,FR,5,http://www.missionintegers.com/
7282,34824136,FR,2,http://www.missionintegers.com/
7290,34824138,FR,6,http://www.missionintegers.com/
7293,34824140,FR,15,http://www.missionintegers.com/
7296,34824142,FR,6,http://www.missionintegers.com/
7300,34824144,FR,-1,http://www.missionintegers.com/
7301,34824146,FR,6,http://www.missionintegers.com/
7302,34824148,FR,15,http://www.missionintegers.com/
7306,34824150,FR,6,http://www.missionintegers.com/
7310,34824152,FR,-1,http://www.missionintegers.com/
7311,34824154,FR,15,http://www.missionintegers.com/
7312,34824156,FR,6,http://www.missionintegers.com/
7313,34824158,FR,15,http://www.missionintegers.com/
7314,34824160,FR,6,http://www.missionintegers.com/
7316,34824162,FR,15,http://www.missionintegers.com/
7318,34824164,FR,6,http://www.missionintegers.com/
7323,34824166,FR,15,http://www.missionintegers.com/
7327,34824168,FR,6,http://www.missionintegers.com/
7330,34824170,FR,6,http://www.missionintegers.com/
7333,34824172,FR,2,http://www.missionintegers.com/
7339,34824174,ES,15,http://www.missionintegers.com/
7340,34824176,ES,6,http://www.missionintegers.com/
7349,34824178,FR,15,http://www.missionintegers.com/
7360,34824180,ES,15,http://www.missionintegers.com/
7361,34824182,ES,15,http://www.missionintegers.com/
7363,34824184,DZ,0,http://www.missionintegers.com/
7364,34824186,DZ,15,http://www.missionintegers.com/
7367,34824188,DZ,15,http://www.missionintegers.com/
7368,34824190,DZ,0,http://www.missionintegers.com/
7374,34824192,DZ,20,http://www.missionintegers.com/
7375,34824194,DZ,20,http://www.missionintegers.com/
7376,34824196,DZ,20,http://www.missionintegers.com/
7379,34824198,DZ,15,http://www.missionintegers.com/
7382,34824200,FR,15,http://www.missionintegers.com/
7384,34824202,FR,20,http://www.missionintegers.com/
7385,34824204,FR,15,http://www.missionintegers.com/
7389,34824206,FR,20,http://www.missionintegers.com/
7390,34824208,FR,15,http://www.missionintegers.com/
7394,34824210,FR,15,http://www.missionintegers.com/
7396,34824212,FR,15,http://www.missionintegers.com/
7399,34824214,FR,6,http://www.missionintegers.com/
7400,34824216,FR,5,http://www.missionintegers.com/
7402,34824218,FR,20,http://www.missionintegers.com/
7404,34824220,FR,15,http://www.missionintegers.com/
7407,34824222,ES,6,http://www.missionintegers.com/
7408,34824224,FR,6,http://www.missionintegers.com/
7415,34824226,ES,-1,http://www.missionintegers.com/
7421,34824228,ES,15,http://www.missionintegers.com/
7425,34824230,ES,5,http://www.missionintegers.com/
7427,34824232,ES,6,http://www.missionintegers.com/
7428,34824234,ES,-1,http://www.missionintegers.com/
7431,34824236,ES,5,http://www.missionintegers.com/
7432,34824238,ES,2,http://www.missionintegers.com/
7433,34824240,ES,-1,http://www.missionintegers.com/
7438,34824242,ES,15,http://www.missionintegers.com/
7446,34824244,ES,15,http://www.missionintegers.com/
7447,34824246,ES,15,http://www.missionintegers.com/
7450,34824248,FR,15,http://www.missionintegers.com/
7451,34824250,FR,15,http://www.missionintegers.com/
7454,34824252,ES,15,http://www.missionintegers.com/
7455,34824254,ES,15,http://www.missionintegers.com/
7459,34824256,UA,15,http://www.missionintegers.com/
7462,34824258,UA,6,http://www.missionintegers.com/
7464,34824260,UA,-1,http://www.missionintegers.com/
7465,34824262,UA,0,http://www.missionintegers.com/
7466,34824264,UA,15,http://www.missionintegers.com/
7467,34824266,UA,15,http://www.missionintegers.com/
7469,34824268,UA,20,http://www.missionintegers.com/
7470,34824270,UA,15,http://www.missionintegers.com/
7475,34824272,RU,5,http://www.missionintegers.com/
7480,34824274,UA,-1,http://www.missionintegers.com/
7484,34824276,UA,15,http://www.missionintegers.com/
7490,34824278,RU,20,http://www.missionintegers.com/
7492,34824280,RU,6,http://www.missionintegers.com/
7495,34824282,UA,15,http://www.missionintegers.com/
7496,34824284,UA,15,http://www.missionintegers.com/
7507,34824286,UA,15,http://www.missionintegers.com/
7509,34824288,UA,15,http://www.missionintegers.com/
7512,34824290,RU,6,http://www.missionintegers.com/
7514,34824292,RU,15,http://www.missionintegers.com/
7517,34824294,RU,15,http://www.missionintegers.com/
7521,34824296,RU,5,http://www.missionintegers.com/
7524,34824298,UA,6,http://www.missionintegers.com/
7526,34824300,RU,20,http://www.missionintegers.com/
7528,34824302,SK,20,http://www.missionintegers.com/
7531,34824304,SK,15,http://www.missionintegers.com/
7535,34824306,UA,6,http://www.missionintegers.com/
7537,34824308,SK,15,http://www.missionintegers.com/
7539,34824310,CZ,15,http://www.missionintegers.com/
7543,34824312,DE,15,http://www.missionintegers.com/
7544,34824314,FR,-1,http://www.missionintegers.com/
7546,34824316,UA,15,http://www.missionintegers.com/
7547,34824318,CZ,6,http://www.missionintegers.com/
7550,34824320,DE,20,http://www.missionintegers.com/
7553,34824322,SK,15,http://www.missionintegers.com/
7554,34824324,DE,15,http://www.missionintegers.com/
7556,34824326,SK,15,http://www.missionintegers.com/
7558,34824328,UA,0,http://www.missionintegers.com/
7559,34824330,DE,15,http://www.missionintegers.com/
7562,34824332,UA,15,http://www.missionintegers.com/
7568,34824334,UA,20,http://www.missionintegers.com/
7569,34824336,FR,15,http://www.missionintegers.com/
7570,34824338,UA,15,http://www.missionintegers.com/
7571,34824340,UA,15,http://www.missionintegers.com/
7573,34824342,DE,15,http://www.missionintegers.com/
7579,34824344,DE,15,http://www.missionintegers.com/
7580,34824346,SK,15,http://www.missionintegers.com/
7581,34824348,SK,20,http://www.missionintegers.com/
7595,34824350,MD,1,http://www.missionintegers.com/
7598,34824352,DE,20,http://www.missionintegers.com/
7601,34824354,UA,15,http://www.missionintegers.com/
7608,34824356,AT,6,http://www.missionintegers.com/
7611,34824358,SK,20,http://www.missionintegers.com/
7616,34824360,UA,15,http://www.missionintegers.com/
7617,34824362,AT,0,http://www.missionintegers.com/
7618,34824364,SK,15,http://www.missionintegers.com/
7619,34824366,UA,20,http://www.missionintegers.com/
7621,34824368,UA,15,http://www.missionintegers.com/
7623,34824370,DE,15,http://www.missionintegers.com/
7625,34824372,SK,15,http://www.missionintegers.com/
7628,34824374,HU,15,http://www.missionintegers.com/
7630,34824376,AT,15,http://www.missionintegers.com/
7632,34824378,DE,15,http://www.missionintegers.com/
7633,34824380,AT,15,http://www.missionintegers.com/
7640,34824382,UA,-1,http://www.missionintegers.com/
7645,34824384,SK,15,http://www.missionintegers.com/
7647,34824386,AT,15,http://www.missionintegers.com/
7651,34824388,AT,6,http://www.missionintegers.com/
7652,34824390,HU,20,http://www.missionintegers.com/
7653,34824392,HU,6,http://www.missionintegers.com/
7655,34824394,UA,0,http://www.missionintegers.com/
7657,34824396,DE,15,http://www.missionintegers.com/
7663,34824398,FR,6,http://www.missionintegers.com/
7667,34824400,HU,20,http://www.missionintegers.com/
7669,34824402,DE,15,http://www.missionintegers.com/
7675,34824404,HU,6,http://www.missionintegers.com/
7679,34824406,UA,0,http://www.missionintegers.com/
7680,34824408,FR,20,http://www.missionintegers.com/
7681,34824410,SK,15,http://www.missionintegers.com/
7682,34824412,DE,15,http://www.missionintegers.com/
7685,34824414,DE,20,http://www.missionintegers.com/
7691,34824416,AT,20,http://www.missionintegers.com/
7694,34824418,DE,15,http://www.missionintegers.com/
7696,34824420,HU,15,http://www.missionintegers.com/
7702,34824422,RO,20,http://www.missionintegers.com/
7705,34824424,AT,15,http://www.missionintegers.com/
7706,34824426,RO,20,http://www.missionintegers.com/
7716,34824428,UA,15,http://www.missionintegers.com/
7717,34824430,RO,20,http://www.missionintegers.com/
7724,34824432,CH,15,http://www.missionintegers.com/
7729,34824434,MD,5,http://www.missionintegers.com/
7734,34824436,HU,6,http://www.missionintegers.com/
7738,34824438,FR,15,http://www.missionintegers.com/
7739,34824440,HU,15,http://www.missionintegers.com/
7742,34824442,RO,15,http://www.missionintegers.com/
7743,34824444,UA,15,http://www.missionintegers.com/
7745,34824446,CH,15,http://www.missionintegers.com/
7754,34824448,HU,15,http://www.missionintegers.com/
7762,34824450,HU,15,http://www.missionintegers.com/
7764,34824452,CH,15,http://www.missionintegers.com/
7768,34824454,RO,15,http://www.missionintegers.com/
7773,34824456,HU,20,http://www.missionintegers.com/
7778,34824458,MD,15,http://www.missionintegers.com/
7780,34824460,CH,15,http://www.missionintegers.com/
7784,34824462,HU,6,http://www.missionintegers.com/
7789,34824464,HU,15,http://www.missionintegers.com/
7793,34824466,MD,6,http://www.missionintegers.com/
7794,34824468,AT,20,http://www.missionintegers.com/
7795,34824470,MD,20,http://www.missionintegers.com/
7799,34824472,UA,15,http://www.missionintegers.com/
7805,34824474,AT,5,http://www.missionintegers.com/
7808,34824476,AT,-1,http://www.missionintegers.com/
7809,34824478,HU,5,http://www.missionintegers.com/
7814,34824480,AT,-1,http://www.missionintegers.com/
7816,34824482,HU,20,http://www.missionintegers.com/
7819,34824484,RO,15,http://www.missionintegers.com/
7823,34824486,UA,20,http://www.missionintegers.com/
7825,34824488,MD,20,http://www.missionintegers.com/
7826,34824490,AT,-1,http://www.missionintegers.com/
7832,34824492,AT,15,http://www.missionintegers.com/
7836,34824494,RO,15,http://www.missionintegers.com/
7838,34824496,UA,15,http://www.missionintegers.com/
7843,34824498,DE,15,http://www.missionintegers.com/
7846,34824500,DE,15,http://www.missionintegers.com/
7847,34824502,DE,15,http://www.missionintegers.com/
7855,34824504,UA,20,http://www.missionintegers.com/
7860,34824506,UA,15,http://www.missionintegers.com/
7861,34824508,UA,15,http://www.missionintegers.com/
7864,34824510,RO,20,http://www.missionintegers.com/
7869,34824512,DE,20,http://www.missionintegers.com/
7871,34824514,UA,20,http://www.missionintegers.com/
7876,34824516,AT,20,http://www.missionintegers.com/
7881,34824518,FR,5,http://www.missionintegers.com/
7884,34824520,FR,15,http://www.missionintegers.com/
7885,34824522,FR,15,http://www.missionintegers.com/
7886,34824524,FR,6,http://www.missionintegers.com/
7891,34824526,FR,15,http://www.missionintegers.com/
7894,34824528,FR,15,http://www.missionintegers.com/
7895,34824530,FR,6,http://www.missionintegers.com/
7896,34824532,FR,6,http://www.missionintegers.com/
7897,34824534,FR,15,http://www.missionintegers.com/
7908,34824536,FR,15,http://www.missionintegers.com/
7914,34824538,FR,6,http://www.missionintegers.com/
7916,34824540,FR,6,http://www.missionintegers.com/
7919,34824542,FR,15,http://www.missionintegers.com/
7920,34824544,FR,20,http://www.missionintegers.com/
7921,34824546,FR,-1,http://www.missionintegers.com/
7923,34824548,FR,-1,http://www.missionintegers.com/
7924,34824550,FR,6,http://www.missionintegers.com/
7925,34824552,FR,15,http://www.missionintegers.com/
7927,34824554,FR,15,http://www.missionintegers.com/
7933,34824556,FR,6,http://www.missionintegers.com/
7934,34824558,FR,15,http://www.missionintegers.com/
7935,34824560,FR,15,http://www.missionintegers.com/
7936,34824562,FR,15,http://www.missionintegers.com/
7937,34824564,FR,15,http://www.missionintegers.com/
7939,34824566,FR,15,http://www.missionintegers.com/
7941,34824568,FR,15,http://www.missionintegers.com/
7950,34824570,NG,15,http://www.missionintegers.com/
7954,34824572,NG,15,http://www.missionintegers.com/
7955,34824574,NG,20,http://www.missionintegers.com/
7960,34824576,NG,15,http://www.missionintegers.com/
7963,34824578,NG,20,http://www.missionintegers.com/
7967,34824580,BJ,15,http://www.missionintegers.com/
7968,34824582,NG,20,http://www.missionintegers.com/
7969,34824584,NG,0,http://www.missionintegers.com/
7975,34824586,NG,15,http://www.missionintegers.com/
7976,34824588,NG,15,http://www.missionintegers.com/
7977,34824590,NG,15,http://www.missionintegers.com/
7981,34824592,NG,20,http://www.missionintegers.com/
7982,34824594,NG,-1,http://www.missionintegers.com/
7983,34824596,NG,20,http://www.missionintegers.com/
7987,34824598,NG,15,http://www.missionintegers.com/
7991,34824600,NG,0,http://www.missionintegers.com/
7994,34824602,BJ,15,http://www.missionintegers.com/
